airbnb_listing_id,n_stay_dates,coverage_ratio,avg_daily_price,annual_revenue_occ_40,annual_revenue_occ_50,annual_revenue_occ_60
53337464,89,0.9780,586.38,85611.78,107014.72,128417.66
53717416,60,0.6593,648.23,94640.85,118301.06,141961.27
53893648,52,0.5714,622.44,90876.58,113595.72,136314.87
54365625,81,0.8901,670.80,97937.16,122421.45,146905.74
605748852048435444,59,0.6484,402.74,58799.85,73499.81,88199.78
610155932497817911,65,0.7143,518.00,75628.00,94535.00,113442.00
622878708674009200,74,0.8132,666.76,97346.49,121683.11,146019.73
667324814851452653,63,0.6923,861.38,125761.62,157202.02,188642.43
678242953903453952,47,0.5165,344.68,50323.40,62904.26,75485.11
687757820659405525,86,0.9451,570.29,83262.44,104078.05,124893.66
703538637731385185,66,0.7253,398.98,58251.05,72813.81,87376.58
703678241822238330,60,0.6593,321.23,46900.07,58625.08,70350.10
725867973010290782,64,0.7033,496.09,72429.69,90537.11,108644.53
730437501239201082,84,0.9231,668.59,97614.75,122018.43,146422.12
753461577197808016,59,0.6484,843.90,123209.15,154011.44,184813.73
754796838418506202,68,0.7473,574.49,83874.85,104843.57,125812.28
762916089194134311,90,0.9890,1000.00,146000.00,182500.00,219000.00
766052072199682693,57,0.6264,647.21,94492.74,118115.92,141739.11
770131545986036241,72,0.7912,963.89,140727.78,175909.72,211091.67
771111761043546355,75,0.8242,603.27,88076.93,110096.17,132115.40
772261416620745030,74,0.8132,831.84,121448.32,151810.41,182172.49
778933432062496662,70,0.7692,892.29,130273.71,162842.14,195410.57
785658004981722606,62,0.6813,560.33,81808.27,102260.34,122712.41
792184367926408145,50,0.5495,371.04,54171.84,67714.80,81257.76
801611117719633492,57,0.6264,456.21,66606.74,83258.42,99910.11
826063757882656916,73,0.8022,585.81,85528.00,106910.00,128292.00
8287843,67,0.7363,591.42,86347.01,107933.77,129520.52
844864653127085626,74,0.8132,1028.99,150232.68,187790.86,225349.03
873255393900331818,71,0.7802,656.13,95794.51,119743.13,143691.76
939325387438995809,68,0.7473,1345.59,196455.88,245569.85,294683.82
957349094500016515,82,0.9011,583.24,85152.72,106440.90,127729.08
964579064376617710,64,0.7033,742.46,108399.30,135499.12,162598.95
965310801955633109,63,0.6923,476.98,69639.68,87049.60,104459.52
966687088388761169,88,0.9670,776.70,113398.86,141748.58,170098.30
968213956640500474,81,0.8901,465.27,67929.95,84912.44,101894.93
991407580891691701,55,0.6044,641.92,93720.05,117150.07,140580.08
996227938456591020,73,0.8022,333.53,48696.00,60870.00,73044.00
612245203931813020,61,0.6703,738.36,107800.66,134750.82,161700.98
618943952389206201,71,0.7802,501.34,73195.35,91494.19,109793.03
629724091250673746,52,0.5714,665.04,97096.55,121370.69,145644.83
675242237586865339,71,0.7802,445.43,65033.40,81291.75,97550.11
679166677359467385,79,0.8681,1130.67,165077.95,206347.44,247616.92
684782448665574114,53,0.5824,578.40,84445.85,105557.31,126668.77
703527486074504582,67,0.7363,333.91,48750.93,60938.66,73126.39
705946468067026302,60,0.6593,439.00,64094.00,80117.50,96141.00
719355891470345652,78,0.8571,538.87,78674.35,98342.93,118011.52
721635424816164605,52,0.5714,753.02,109940.81,137426.01,164911.21
730553947980169722,48,0.5275,888.54,129727.08,162158.85,194590.62
732572931172602640,63,0.6923,291.43,42548.57,53185.71,63822.86
734774611454860165,52,0.5714,576.71,84199.18,105248.98,126298.77
739015384619300207,58,0.6374,1608.69,234868.69,293585.86,352303.03
753566944813003124,77,0.8462,578.12,84405.82,105507.28,126608.74
754375397775403281,84,0.9231,844.93,123360.21,154200.26,185040.31
756997201912524343,81,0.8901,960.31,140205.96,175257.45,210308.94
781223884036842600,62,0.6813,364.76,53254.68,66568.35,79882.02
782548209247570691,51,0.5604,656.86,95901.96,119877.45,143852.94
782734966853311782,79,0.8681,748.70,109309.65,136637.06,163964.47
783879004243392314,71,0.7802,612.49,89423.62,111779.52,134135.43
787195284335262595,50,0.5495,539.56,78776.25,98470.31,118164.37
790752171303746450,76,0.8352,502.68,73391.89,91739.87,110087.84
794996321339600522,58,0.6374,371.84,54289.34,67861.68,81434.02
796481545034280714,71,0.7802,579.30,84577.18,105721.48,126865.77
797261187302809924,68,0.7473,528.54,77167.44,96459.30,115751.16
809946874989632205,75,0.8242,380.01,55480.97,69351.22,83221.46
811053746893495263,59,0.6484,393.86,57504.20,71880.25,86256.31
813090046454458015,84,0.9231,388.45,56714.05,70892.56,85071.07
822365439954007216,57,0.6264,704.23,102817.30,128521.62,154225.95
826617189908528565,49,0.5385,472.25,68948.25,86185.31,103422.38
837646263953285868,55,0.6044,454.80,66401.11,83001.39,99601.66
850675824952359571,66,0.7253,805.03,117534.42,146918.03,176301.64
859653300578357102,57,0.6264,702.00,102492.00,128115.00,153738.00
869504505210568410,80,0.8791,1162.50,169725.00,212156.25,254587.50
8838629,66,0.7253,747.75,109171.87,136464.84,163757.80
892721989592935461,47,0.5165,361.68,52805.40,66006.76,79208.11
894985131313802009,64,0.7033,652.13,95211.39,119014.24,142817.09
915332897455058900,68,0.7473,1075.00,156950.54,196188.17,235425.81
944320965810800803,84,0.9231,884.14,129084.57,161355.71,193626.85
978095320445301654,73,0.8022,871.58,127250.00,159062.50,190875.00
978244263452010977,47,0.5165,433.64,63311.19,79138.99,94966.79
980310639590708922,68,0.7473,615.01,89791.07,112238.84,134686.61
985716714802993034,48,0.5275,541.35,79036.69,98795.87,118555.04
986245345084467584,86,0.9451,832.95,121610.36,152012.95,182415.54
995680028058206783,84,0.9231,3520.29,513961.71,642452.14,770942.57
999226382307972271,84,0.9231,491.63,71778.12,89722.65,107667.18
21632405,50,0.5495,494.97,72265.81,90332.27,108398.72
